Obstacles					Terrain		Terrain modifiers											Adjacent																																																																																																																																																																																	Overlap																																																																																																																																																																																	
Name	Id	Type	Id	Subtype	Name	Id	dirt	sand	grass	snow	swamp	rough	cave	lava	water	highlands	wasteland	dirt oak tree	dirt crater	dirt log	dirt flower	dirt lake	dirt mound	dirt mountain	dirt outcropping	dirt pine tree	dirt rock	dirt shrub	dirt stump	dirt tree	dirt dirt veg clump	dirt crystal mine	dirt gold mine	dirt sawmill	sand cactus	sand crater	sand sand dune	sand mountain	sand tree	sand skull	sand sand pit	sand desert veg clump	sand crystal mine	sand gold mine	sand sawmill	grass oak tree	grass crater	grass log	grass flower	grass lake	grass mound	grass mountain	grass outcropping	grass pine tree	grass rock	grass shrub	grass stump	grass tree	grass grass veg clump	grass crystal mine	grass gold mine	grass sawmill	snow dead vegetation	snow frozen lake	snow mountain	snow outcropping	snow stump	snow rock	snow shrub	snow pine tree	snow crystal mine	snow gold mine	snow sawmill	swamp crater	swamp dead vegetation	swamp lake	swamp mandrake	swamp mountain	swamp rock	swamp shrub	swamp oak tree	swamp tree	swamp moss	swamp swamp veg clump	swamp crystal mine	swamp gold mine	swamp sawmill	rough rock	rough cactus	rough crater	rough mound	rough mountain	rough outcropping	rough tree	rough shrub	rough skull	rough log	rough stump	rough rough veg clump	rough crystal mine	rough gold mine	rough sawmill	cave crater	cave dead vegetation	cave mushroom	cave lake	cave lava lake	cave lava flow	cave mountain	cave outcropping	cave rock	cave cave veg clump	cave crystal mine	cave gold mine	cave sawmill	lava crater	lava dead vegetation	lava lava lake	lava lava flow	lava mountain	lava volcano	lava crystal mine	lava gold mine	lava sawmill	water rock	water reef	swamp mushroom	swamp flower	sand crates	sand crates	sand crates	sand crates	sand crates	sand crates	sand jaws	swamp frog	swamp frogs	dirt hnh	dirt rooster	dirt pig	grass mushroom	lava tree	sand palms	swamp palms	lava palms	lava bone	sand bone	snow ice block	snow mound	dirt stone	dirt pile of stones	grass stone	grass pile of stones	snow stone	snow pile of stones	swamp stone	swamp pile of stones	rough stone	rough pile of stones	cave stone	cave pile of stones	snow snow hills	sand crates	sand yucca tree	sand barchan dunes	highlands pine tree	highlands tree	highlands mountain	highlands crater	highlands lake	highlands puddle	highlands flower	highlands shrub	highlands rock	highlands stone	highlands waterfall	highlands crystal mine	highlands gold mine	highlands sawmill	wasteland limestone puddle	wasteland cactus	wasteland crater	wasteland canyon	wasteland mountain	wasteland limestone lake	wasteland oil lake	wasteland dead vegetation	wasteland shrub	wasteland dragon bone	wasteland stone	wasteland rock	wasteland crystal mine	wasteland gold mine	wasteland sawmill	dirt oak tree	dirt crater	dirt log	dirt flower	dirt lake	dirt mound	dirt mountain	dirt outcropping	dirt pine tree	dirt rock	dirt shrub	dirt stump	dirt tree	dirt dirt veg clump	dirt crystal mine	dirt gold mine	dirt sawmill	sand cactus	sand crater	sand sand dune	sand mountain	sand tree	sand skull	sand sand pit	sand desert veg clump	sand crystal mine	sand gold mine	sand sawmill	grass oak tree	grass crater	grass log	grass flower	grass lake	grass mound	grass mountain	grass outcropping	grass pine tree	grass rock	grass shrub	grass stump	grass tree	grass grass veg clump	grass crystal mine	grass gold mine	grass sawmill	snow dead vegetation	snow frozen lake	snow mountain	snow outcropping	snow stump	snow rock	snow shrub	snow pine tree	snow crystal mine	snow gold mine	snow sawmill	swamp crater	swamp dead vegetation	swamp lake	swamp mandrake	swamp mountain	swamp rock	swamp shrub	swamp oak tree	swamp tree	swamp moss	swamp swamp veg clump	swamp crystal mine	swamp gold mine	swamp sawmill	rough rock	rough cactus	rough crater	rough mound	rough mountain	rough outcropping	rough tree	rough shrub	rough skull	rough log	rough stump	rough rough veg clump	rough crystal mine	rough gold mine	rough sawmill	cave crater	cave dead vegetation	cave mushroom	cave lake	cave lava lake	cave lava flow	cave mountain	cave outcropping	cave rock	cave cave veg clump	cave crystal mine	cave gold mine	cave sawmill	lava crater	lava dead vegetation	lava lava lake	lava lava flow	lava mountain	lava volcano	lava crystal mine	lava gold mine	lava sawmill	water rock	water reef	swamp mushroom	swamp flower	sand crates	sand crates	sand crates	sand crates	sand crates	sand crates	sand jaws	swamp frog	swamp frogs	dirt hnh	dirt rooster	dirt pig	grass mushroom	lava tree	sand palms	swamp palms	lava palms	lava bone	sand bone	snow ice block	snow mound	dirt stone	dirt pile of stones	grass stone	grass pile of stones	snow stone	snow pile of stones	swamp stone	swamp pile of stones	rough stone	rough pile of stones	cave stone	cave pile of stones	snow snow hills	sand crates	sand yucca tree	sand barchan dunes	highlands pine tree	highlands tree	highlands mountain	highlands crater	highlands lake	highlands puddle	highlands flower	highlands shrub	highlands rock	highlands stone	highlands waterfall	highlands crystal mine	highlands gold mine	highlands sawmill	wasteland limestone puddle	wasteland cactus	wasteland crater	wasteland canyon	wasteland mountain	wasteland limestone lake	wasteland oil lake	wasteland dead vegetation	wasteland shrub	wasteland dragon bone			wasteland crystal mine	wasteland gold mine	wasteland sawmill	
dirt rock	10	rock	147	0	dirt	0	5	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	5	5	10	10	10	30	30	30	10	30	10	5	10	30	30	30	10	10	10	10	30	10	5	-5000	5	30	30	10	10	10	10	10	10	10	30	5	10	30	10	10	10	10	30	30	10	0	5	0	5	10	5	10	0	5	5	10	10	10	10	10	5	5	10	10	10	10	10	5	5	10	30	10	10	10	30	30	10	10	10	10	10	5	30	30	10	10	0	10	10	10	10	30	30	30	5	30	30	10	10	10	10	10	0	30	30	30	10	10	10	10	10	5	5	5	5	5	5	10	10	10	5	5	10	10	10	10	0	10	10	10	5	5	30	30	30	30	5	5	5	5	30	30	30	30	5	5	10	10	10	10	10	-5000	5	0	5	5	30	30	30	30	30	10	10	5	5	5	30	10	0	0	10	10	30	30	30	30	10	-5000	-5000	-5000	-5000	-5000	-5000	10	30	-5000	10	-5000	-5000	-5000	-5000	10	10	-5000	-5000	-5000	-5000	10	0	-5000	-5000	-5000	10	10	0	0	-5000	-5000	-5000	-5000	-5000	10	0	0	10	0	0	0	0	10	10	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	0	-5000	0	-5000	0	0	0	-5000	0	0	-5000	-5000	0	0	-5000	10	-5000	-5000	-5000	10	10	0	-5000	-5000	-5000	-5000	-5000	10	10	-5000	-5000	0	-5000	-5000	-5000	-5000	0	0	0	-5000	0	0	0	-5000	-5000	-5000	-5000	-5000	-5000	10	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	0	0	-5000	-5000	-5000	-5000	10	10	10	10	-5000	-5000	0	0	10	10	0	0	-5000	-5000	0	-5000	-5000	-5000	5	-5000	0	-5000	-5000	-5000	5	5	5	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	
dirt shrub	11	shrub	150	0	dirt	0	5	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	5	5	5	5	5	5	5	5	10	5	5	5	10	30	5	5	10	-5000	5	-5000	5	-5000	-5000	-5000	10	5	5	-5000	10	5	5	-10	5	5	5	5	10	5	-10	5	10	10	5	5	10	0	-5000	0	-5000	5	5	5	0	5	5	5	5	5	5	-10	5	5	-10	5	5	-10	-10	5	5	10	5	-5000	5	5	5	5	10	-10	-5000	5	5	10	5	5	10	5	0	-5000	5	-5000	-5000	5	5	5	10	5	5	-5000	5	-5000	-5000	-5000	-5000	-5000	5	5	-5000	10	10	-10	-10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-10	-10	-5000	-5000	10	-10	10	-5000	0	5	-5000	-5000	-5000	-5000	5	5	5	5	5	5	5	5	5	5	5	5	-5000	-5000	-5000	-5000	10	10	10	-5000	10	0	10	10	10	10	10	10	10	10	10	10	5	5	10	10	0	0	30	-5000	10	10	5	5	10	10	-5000	0	10	-5000	-5000	-5000	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	0	5	-5000	5	-5000	5	5	0	0	5	0	0	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	
dirt stump	12	stump	153	0	dirt	0	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	5	5	10	5	5	5	5	5	10	5	5	5	10	5	5	5	30	5	5	5	5	5	5	-5000	5	5	5	5	10	5	5	5	5	5	5	5	10	5	5	5	10	10	5	5	30	0	-5000	0	-5000	5	5	5	0	5	5	10	5	10	5	5	5	5	5	10	10	5	5	5	5	30	5	5	5	5	5	5	10	5	5	5	5	5	5	5	30	5	0	5	5	5	5	5	5	5	5	5	5	30	5	10	5	5	0	5	5	5	30	5	5	5	5	-5000	-5000	-5000	-5000	-5000	-5000	5	5	5	-5000	-5000	10	5	10	5	0	10	5	5	-5000	-5000	5	5	5	5	5	5	5	5	5	5	5	5	-5000	-5000	5	5	5	5	5	-5000	5	0	5	5	5	5	5	5	5	10	0	-5000	-5000	-5000	0	0	5	10	5	5	10	10	5	5	30	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	
dirt tree	13	tree	155	0	dirt	0	10	-4000	-4000	-5000	-4000	-4000	-5000	-5000	-5000	-4000	-5000	5	5	10	30	30	30	30	10	30	30	30	10	30	30	10	10	30	0	0	0	10	0	5	0	5	10	10	0	30	10	30	30	30	10	10	10	30	10	30	30	-5000	-5000	10	10	30	30	-5000	10	-5000	30	5	30	10	10	10	-5000	10	30	30	30	10	10	30	30	-5000	30	30	10	10	30	10	-5000	10	10	10	10	30	30	10	30	30	-5000	10	10	30	10	30	-5000	30	-5000	-5000	10	10	10	-5000	10	10	30	10	30	-5000	-5000	-5000	-5000	10	10	30	10	10	30	30	-5000	-5000	-5000	-5000	-5000	-5000	10	30	30	-5000	-5000	-5000	30	30	-5000	30	-5000	10	10	-5000	-5000	30	30	10	10	5	5	10	10	10	10	10	10	-5000	-5000	-5000	-5000	10	10	30	-5000	5	0	5	5	10	10	10	10	10	10	10	-5000	5	5	30	10	-5000	0	30	10	10	10	30	30	10	0	-5000	-5000	-5000	-5000	-5000	30	-5000	0	-5000	-5000	-5000	10	0	30	30	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	0	30	30	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	5	5	0	-5000	0	-5000	5	5	0	0	0	-5000	-5000	5	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	
dirt dirt veg clump	14	dirt veg clump	207	0	dirt	0	5	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-4000	-5000	5	5	10	30	30	10	30	10	30	30	30	5	30	30	10	10	30	10	10	-5000	10	-5000	10	-5000	5	10	10	-5000	30	10	30	30	30	10	10	10	30	10	30	30	30	30	10	10	30	0	-5000	0	-5000	30	5	30	0	10	10	-5000	10	-5000	30	30	10	10	30	30	30	30	30	10	10	30	10	-5000	10	10	10	10	30	30	10	30	30	-5000	10	10	30	10	0	-5000	30	-5000	-5000	10	10	10	-5000	10	10	30	10	-5000	-5000	-5000	-5000	-5000	10	10	30	10	10	30	30	-5000	-5000	-5000	-5000	-5000	-5000	10	30	30	-5000	-5000	-5000	30	30	-5000	0	30	10	10	-5000	-5000	30	30	10	10	5	5	10	10	10	10	10	10	-5000	-5000	-5000	-5000	10	10	5	-5000	5	0	5	5	5	5	5	5	5	5	10	5	5	5	30	10	-5000	0	30	10	30	10	10	10	30	0	-5000	-5000	-5000	-5000	-5000	30	-5000	0	-5000	-5000	-5000	0	10	30	30	10	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	30	30	-5000	10	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	30	10	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	10	10	-5000	0	30	30	10	-5000	-5000	-5000	-5000	30	-5000	10	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	10	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	0	0	-5000	0	-5000	0	0	0	0	0	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	
dirt crystal mine	15	mine	53	4	dirt	0	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	5	5	5	5	10	10	100	30	10	30	10	5	10	30	100	100	10	10	10	10	30	10	5	-5000	5	30	30	10	10	10	10	10	10	30	30	30	10	30	10	10	10	10	30	30	10	10	-5000	5	-5000	10	5	10	10	5	5	10	10	10	10	10	-5000	30	10	10	10	10	10	-5000	-5000	10	30	10	10	10	30	30	10	10	10	10	10	5	30	30	10	10	10	10	10	10	10	5	10	30	5	5	5	10	10	10	10	10	5	5	30	30	10	5	5	10	10	-5000	-5000	-5000	-5000	-5000	-5000	10	10	10	-5000	-5000	-5000	10	10	10	10	10	10	10	-5000	-5000	30	30	30	30	5	5	30	30	30	30	30	30	-5000	-5000	10	10	10	10	30	-5000	5	0	5	5	30	30	30	30	30	10	5	5	5	5	30	5	5	10	10	10	30	30	30	30	10	30	-5000	-5000	-5000	-5000	-5000	30	10	30	10	-5000	-5000	-5000	30	30	30	30	-5000	-5000	-5000	10	0	-5000	-5000	-5000	10	10	0	0	-5000	0	0	-5000	-5000	0	0	0	-5000	0	0	0	0	10	10	30	0	-5000	0	0	-5000	0	-5000	0	0	0	0	-5000	0	-5000	0	-5000	0	-5000	0	0	-5000	-5000	-5000	-5000	30	0	-5000	-5000	-5000	10	10	0	-5000	-5000	-5000	-5000	-5000	10	10	30	-5000	0	-5000	-5000	0	0	0	0	0	-5000	0	0	0	-5000	0	0	0	0	0	10	10	0	-5000	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	0	0	-5000	-5000	0	0	10	10	-5000	-5000	0	0	0	0	0	0	0	0	0	-5000	0	-5000	0	0	5	-5000	-5000	-5000	-5000	-5000	5	5	5	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	
dirt gold mine	16	mine	53	6	dirt	0	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	5	5	5	5	10	10	100	30	10	30	10	5	10	30	100	100	10	10	10	10	30	10	5	-5000	5	30	30	10	10	10	10	10	10	30	30	30	10	30	10	10	10	10	30	30	10	10	-5000	5	-5000	10	5	10	10	5	5	10	10	10	10	10	-5000	30	10	10	10	10	10	-5000	-5000	10	30	10	10	10	30	30	10	10	10	10	10	5	30	30	10	10	10	10	10	10	10	5	10	30	5	5	5	10	10	10	10	10	5	5	30	30	10	5	5	10	10	-5000	-5000	-5000	-5000	-5000	-5000	10	10	10	-5000	-5000	-5000	10	10	10	10	10	10	10	-5000	-5000	30	30	30	30	5	5	30	30	30	30	30	30	-5000	-5000	10	10	10	10	30	-5000	5	0	5	5	30	30	30	30	30	10	5	5	5	5	30	5	5	10	10	10	30	30	30	30	10	30	-5000	-5000	-5000	-5000	-5000	30	10	30	10	-5000	-5000	-5000	30	30	30	30	-5000	-5000	-5000	10	0	-5000	-5000	-5000	10	10	0	0	-5000	0	0	-5000	-5000	0	0	0	-5000	0	0	0	0	10	10	30	0	-5000	0	0	-5000	0	-5000	0	0	0	0	-5000	0	-5000	0	-5000	0	-5000	0	0	-5000	-5000	-5000	-5000	30	0	-5000	-5000	-5000	10	10	0	-5000	-5000	-5000	-5000	-5000	10	10	30	-5000	0	-5000	-5000	0	0	0	0	0	-5000	0	0	0	-5000	0	0	0	0	0	10	10	0	-5000	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	0	0	-5000	-5000	0	0	10	10	-5000	-5000	0	0	0	0	0	0	0	0	0	-5000	0	-5000	0	0	5	-5000	-5000	-5000	-5000	-5000	5	5	5	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	
dirt sawmill	17	mine	53	0	dirt	0	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	100	-5000	30	10	30	10	10	10	100	10	30	30	30	30	10	10	100	-5000	-5000	-5000	10	-5000	5	-5000	5	10	10	-5000	30	10	30	30	30	10	10	10	30	10	30	30	-5000	-5000	10	10	100	30	-5000	10	-5000	30	5	30	10	10	10	-5000	10	30	30	30	10	10	30	30	-5000	30	30	10	10	100	10	-5000	10	10	10	10	30	30	10	30	30	-5000	10	10	100	10	30	-5000	30	-5000	-5000	10	10	10	-5000	10	10	30	10	30	-5000	-5000	-5000	-5000	10	10	30	10	10	30	30	-5000	-5000	-5000	-5000	-5000	-5000	10	30	30	-5000	-5000	-5000	30	30	-5000	-5000	-5000	10	10	-5000	-5000	10	10	10	10	5	5	10	10	10	10	10	10	-5000	-5000	-5000	-5000	30	30	10	-5000	10	0	5	5	10	10	10	10	10	10	10	-5000	5	5	30	10	-5000	0	30	10	10	10	10	10	30	30	-5000	-5000	0	-5000	0	30	0	10	0	0	-5000	0	10	30	30	30	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	30	30	-5000	10	-5000	-5000	-5000	-5000	-5000	0	0	10	0	-5000	-5000	-5000	-5000	30	30	30	-5000	-5000	30	0	-5000	0	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	30	0	-5000	10	-5000	-5000	-5000	30	30	30	0	-5000	-5000	-5000	30	0	10	-5000	-5000	-5000	-5000	-5000	30	30	30	-5000	-5000	-5000	-5000	-5000	-5000	30	0	0	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5000	-5000	-5000	5	5	0	-5000	-5000	-5000	-5000	-5000	0	0	0	-5000	-5000	5	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	
sand cactus	18	cactus	116	0	sand	1	-5000	5	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	5	-5000	-5000	5	5	5	-5000	5	-5000	5	0	30	5	5	-5000	-5000	5	5	5	0	5	5	5	5	5	5	-5000	5	5	-5000	-5000	5	5	5	-5000	5	-5000	5	-5000	-5000	5	5	-5000	0	-5000	-5000	-5000	5	5	-5000	0	5	5	-5000	5	5	-5000	-5000	5	5	-5000	-5000	-5000	-5000	-5000	5	5	-5000	5	5	5	5	0	5	0	-5000	5	5	5	5	5	5	-5000	5	5	5	-5000	-5000	-5000	5	5	5	5	5	5	5	5	5	-5000	-5000	5	-5000	5	5	5	10	10	-5000	-5000	10	10	10	10	10	10	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	5	-5000	-5000	10	0	-5000	-5000	5	5	5	5	5	5	5	5	5	5	5	5	-5000	10	5	10	-5000	-5000	5	-5000	-5000	-5000	-5000	-5000	5	10	-5000	5	5	-5000	10	5	5	5	10	10	0	-5000	10	0	10	10	5	5	0	-5000	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	
sand crater	19	crater	118	0	sand	1	-5000	5	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	5	5	5	5	5	5	5	5	5	5	5	30	5	5	-5000	5	-5000	30	30	5	0	30	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	-5000	0	-5000	-5000	-5000	5	5	5	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	-5000	5	5	5	5	0	5	5	5	5	5	5	5	5	5	-5000	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	10	10	10	10	10	10	0	5	5	-5000	-5000	-5000	5	5	5	5	5	5	0	-5000	-5000	5	5	5	5	5	5	5	5	5	5	5	5	-5000	10	5	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	5	-5000	-5000	-5000	-5000	-5000	10	-5000	-5000	0	-5000	-5000	5	5	0	10	10	5	5	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	
